runid,pa_i,seed,method,vif,mrmr,boruta,dredge,parsimony
10177,pa_i87,7,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10178,pa_i87,7,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10179,pa_i87,8,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10180,pa_i87,8,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10181,pa_i87,8,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10182,pa_i87,8,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10183,pa_i87,8,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10184,pa_i87,8,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10185,pa_i87,8,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10186,pa_i87,8,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10187,pa_i87,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10188,pa_i87,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10189,pa_i87,8,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10190,pa_i87,8,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10191,pa_i87,8,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10192,pa_i87,8,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10193,pa_i87,9,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10194,pa_i87,9,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10195,pa_i87,9,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10196,pa_i87,9,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10197,pa_i87,9,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10198,pa_i87,9,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10199,pa_i87,9,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10200,pa_i87,9,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10201,pa_i87,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10202,pa_i87,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10203,pa_i87,9,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10204,pa_i87,9,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10205,pa_i87,9,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10206,pa_i87,9,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10207,pa_i87,10,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10208,pa_i87,10,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10209,pa_i87,10,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10210,pa_i87,10,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10211,pa_i87,10,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10212,pa_i87,10,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10213,pa_i87,10,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10214,pa_i87,10,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10215,pa_i87,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10216,pa_i87,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10217,pa_i87,10,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10218,pa_i87,10,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10219,pa_i87,10,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10220,pa_i87,10,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10221,pa_i88,1,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10222,pa_i88,1,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10223,pa_i88,1,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10224,pa_i88,1,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10225,pa_i88,1,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10226,pa_i88,1,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10227,pa_i88,1,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10228,pa_i88,1,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10229,pa_i88,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10230,pa_i88,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10231,pa_i88,1,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10232,pa_i88,1,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10233,pa_i88,1,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10234,pa_i88,1,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10235,pa_i88,2,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10236,pa_i88,2,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10237,pa_i88,2,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10238,pa_i88,2,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10239,pa_i88,2,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10240,pa_i88,2,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10241,pa_i88,2,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10242,pa_i88,2,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10243,pa_i88,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10244,pa_i88,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10245,pa_i88,2,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10246,pa_i88,2,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10247,pa_i88,2,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10248,pa_i88,2,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10249,pa_i88,3,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10250,pa_i88,3,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10251,pa_i88,3,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10252,pa_i88,3,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10253,pa_i88,3,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10254,pa_i88,3,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10255,pa_i88,3,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10256,pa_i88,3,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10257,pa_i88,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10258,pa_i88,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10259,pa_i88,3,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10260,pa_i88,3,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10261,pa_i88,3,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10262,pa_i88,3,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10263,pa_i88,4,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10264,pa_i88,4,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10265,pa_i88,4,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10266,pa_i88,4,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10267,pa_i88,4,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10268,pa_i88,4,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10269,pa_i88,4,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10270,pa_i88,4,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10271,pa_i88,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10272,pa_i88,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10273,pa_i88,4,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10274,pa_i88,4,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10275,pa_i88,4,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10276,pa_i88,4,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10277,pa_i88,5,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10278,pa_i88,5,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10279,pa_i88,5,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10280,pa_i88,5,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10281,pa_i88,5,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10282,pa_i88,5,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10283,pa_i88,5,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10284,pa_i88,5,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10285,pa_i88,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10286,pa_i88,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10287,pa_i88,5,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10288,pa_i88,5,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10289,pa_i88,5,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10290,pa_i88,5,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10291,pa_i88,6,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10292,pa_i88,6,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10293,pa_i88,6,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10294,pa_i88,6,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10295,pa_i88,6,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10296,pa_i88,6,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10297,pa_i88,6,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10298,pa_i88,6,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10299,pa_i88,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10300,pa_i88,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10301,pa_i88,6,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10302,pa_i88,6,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10303,pa_i88,6,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10304,pa_i88,6,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10305,pa_i88,7,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10306,pa_i88,7,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10307,pa_i88,7,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10308,pa_i88,7,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10309,pa_i88,7,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10310,pa_i88,7,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10311,pa_i88,7,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10312,pa_i88,7,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10313,pa_i88,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10314,pa_i88,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10315,pa_i88,7,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10316,pa_i88,7,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10317,pa_i88,7,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10318,pa_i88,7,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10319,pa_i88,8,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10320,pa_i88,8,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10321,pa_i88,8,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10322,pa_i88,8,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10323,pa_i88,8,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10324,pa_i88,8,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10325,pa_i88,8,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10326,pa_i88,8,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10327,pa_i88,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10328,pa_i88,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10329,pa_i88,8,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10330,pa_i88,8,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10331,pa_i88,8,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10332,pa_i88,8,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10333,pa_i88,9,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10334,pa_i88,9,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10335,pa_i88,9,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10336,pa_i88,9,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10337,pa_i88,9,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10338,pa_i88,9,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10339,pa_i88,9,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10340,pa_i88,9,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10341,pa_i88,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10342,pa_i88,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10343,pa_i88,9,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10344,pa_i88,9,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10345,pa_i88,9,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10346,pa_i88,9,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10347,pa_i88,10,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10348,pa_i88,10,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10349,pa_i88,10,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10350,pa_i88,10,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10351,pa_i88,10,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10352,pa_i88,10,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10353,pa_i88,10,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10354,pa_i88,10,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10355,pa_i88,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10356,pa_i88,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10357,pa_i88,10,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10358,pa_i88,10,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10359,pa_i88,10,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10360,pa_i88,10,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10361,pa_i89,1,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10362,pa_i89,1,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10363,pa_i89,1,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10364,pa_i89,1,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10365,pa_i89,1,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10366,pa_i89,1,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10367,pa_i89,1,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10368,pa_i89,1,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10369,pa_i89,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10370,pa_i89,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10371,pa_i89,1,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10372,pa_i89,1,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10373,pa_i89,1,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10374,pa_i89,1,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10375,pa_i89,2,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10376,pa_i89,2,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10377,pa_i89,2,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10378,pa_i89,2,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10379,pa_i89,2,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10380,pa_i89,2,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10381,pa_i89,2,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10382,pa_i89,2,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10383,pa_i89,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10384,pa_i89,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10385,pa_i89,2,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10386,pa_i89,2,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10387,pa_i89,2,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10388,pa_i89,2,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10389,pa_i89,3,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10390,pa_i89,3,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10391,pa_i89,3,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10392,pa_i89,3,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10393,pa_i89,3,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10394,pa_i89,3,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10395,pa_i89,3,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10396,pa_i89,3,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10397,pa_i89,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10398,pa_i89,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10399,pa_i89,3,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10400,pa_i89,3,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10401,pa_i89,3,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10402,pa_i89,3,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10403,pa_i89,4,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10404,pa_i89,4,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10405,pa_i89,4,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10406,pa_i89,4,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10407,pa_i89,4,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10408,pa_i89,4,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10409,pa_i89,4,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10410,pa_i89,4,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10411,pa_i89,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10412,pa_i89,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10413,pa_i89,4,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10414,pa_i89,4,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10415,pa_i89,4,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10416,pa_i89,4,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10417,pa_i89,5,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10418,pa_i89,5,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10419,pa_i89,5,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10420,pa_i89,5,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10421,pa_i89,5,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10422,pa_i89,5,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10423,pa_i89,5,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10424,pa_i89,5,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10425,pa_i89,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10426,pa_i89,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10427,pa_i89,5,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10428,pa_i89,5,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10429,pa_i89,5,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10430,pa_i89,5,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10431,pa_i89,6,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10432,pa_i89,6,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10433,pa_i89,6,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10434,pa_i89,6,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10435,pa_i89,6,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10436,pa_i89,6,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10437,pa_i89,6,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10438,pa_i89,6,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10439,pa_i89,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10440,pa_i89,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10441,pa_i89,6,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10442,pa_i89,6,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10443,pa_i89,6,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10444,pa_i89,6,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10445,pa_i89,7,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10446,pa_i89,7,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10447,pa_i89,7,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10448,pa_i89,7,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10449,pa_i89,7,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10450,pa_i89,7,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10451,pa_i89,7,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10452,pa_i89,7,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10453,pa_i89,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10454,pa_i89,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10455,pa_i89,7,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10456,pa_i89,7,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10457,pa_i89,7,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10458,pa_i89,7,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10459,pa_i89,8,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10460,pa_i89,8,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10461,pa_i89,8,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10462,pa_i89,8,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10463,pa_i89,8,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10464,pa_i89,8,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10465,pa_i89,8,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10466,pa_i89,8,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10467,pa_i89,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10468,pa_i89,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10469,pa_i89,8,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10470,pa_i89,8,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10471,pa_i89,8,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10472,pa_i89,8,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10473,pa_i89,9,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10474,pa_i89,9,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10475,pa_i89,9,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10476,pa_i89,9,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10477,pa_i89,9,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10478,pa_i89,9,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10479,pa_i89,9,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10480,pa_i89,9,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10481,pa_i89,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10482,pa_i89,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10483,pa_i89,9,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10484,pa_i89,9,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10485,pa_i89,9,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10486,pa_i89,9,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10487,pa_i89,10,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10488,pa_i89,10,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10489,pa_i89,10,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10490,pa_i89,10,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10491,pa_i89,10,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10492,pa_i89,10,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10493,pa_i89,10,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10494,pa_i89,10,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10495,pa_i89,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10496,pa_i89,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10497,pa_i89,10,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10498,pa_i89,10,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10499,pa_i89,10,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10500,pa_i89,10,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10501,pa_i90,1,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
10502,pa_i90,1,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
10503,pa_i90,1,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
10504,pa_i90,1,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
10505,pa_i90,1,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
10506,pa_i90,1,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
10507,pa_i90,1,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
10508,pa_i90,1,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
10509,pa_i90,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
10510,pa_i90,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
10511,pa_i90,1,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
10512,pa_i90,1,RF,TRUE,FALSE,FALSE,FALSE,FALSE
10513,pa_i90,1,RF,FALSE,TRUE,FALSE,FALSE,FALSE
10514,pa_i90,1,RF,FALSE,FALSE,TRUE,FALSE,FALSE
10515,pa_i90,2,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
